year,tourney_name,spectators
2018,Fed Cup G2 RR: TTO vs BER,152
2018,Fed Cup G1 RR: PAR vs COL,150
2018,Fed Cup G2 RR: SRI vs PAK,150
2018,Fed Cup G2 RR: NOR vs BIH,150
2018,Fed Cup G2 RR: BER vs BAH,147
2018,Fed Cup G1 RR: EST vs POR,144
2018,Fed Cup G2 RR: ECU vs HON,140
2018,Fed Cup G1 REL: GEO vs AUT,134
2018,Fed Cup G1 RR: CRO vs SLO,133
2018,Fed Cup G1 RR: VEN vs GUA,130
2018,Fed Cup G2 PM: CRC vs BOL,128
2018,Fed Cup G1 RR: AUT vs LAT,127
2018,Fed Cup G2 RR: OMA vs IRI,118
2018,Fed Cup G2 RR: TTO vs BAH,112
2018,Fed Cup G2 RR: DOM vs BAR,107
2018,Fed Cup G1 PM: CHN vs KOR,97
2018,Fed Cup G2 PM: URU vs BAR,91
2019,W15 Tabarka,113605
2019,W15 Antalya,105529
2019,W15 Cancun,83785
2019,W15 Sharm El Sheikh,68132
2019,W15 Monastir,46533
2019,W15 Heraklion,32756
2019,W15 Cairo,32351
2019,W25 Santa Margherita Di Pula,31242
2019,Columbus CH,20309
2019,W15 Shymkent,19788
2019,US Open,17634
2019,Us Open,17634
2019,Beijing,16692
2019,Miami Masters,15751
2019,Miami,15751
2019,Australian Open,15583
2019,Roland Garros,14419
2019,Bangkok CH,13670
2019,Shenzhen CH,13570
2019,W25 Hong Kong,13158
2019,W15 Hua Hin,13042
2019,Bratislava CH,12914
2019,Washington,12784
2019,W25 Singapore,12309
2019,W25 Nonthaburi,12287
2019,Shymkent CH,12214
2019,W25 Obidos,11829
2019,Nur-Sultan CH,11134
2019,W15 Nanchang,10907
2019,Canberra CH,10492
2019,W15 Anning,10307
2019,Houston,9718
2019,W25 Minsk,9654
2019,Indian Wells,9552
2019,Indian Wells Masters,9552
2019,Prague CH,9485
2019,W15 Buenos Aires,9191
2019,Glasgow CH,9085
2019,Eastbourne,9032
2019,Liuzhou CH,9002
2019,Wimbledon,8964
2019,Sophia Antipolis CH,8876
2019,Prostejov CH,8872
2019,Aix En Provence CH,8787
2019,Knoxville CH,8721
2019,Wuhan,8503
2019,Nanchang CH,8491
2019,Taipei CH,8491
2019,Little Rock CH,8375
2019,Brest CH,8358
2019,L'Aquila CH,8342
2019,Villena CH,8332
2019,W25 Las Palmas de Gran Canaria,8327
2019,Gwangju CH,8308
2019,Lexington CH,8171
2019,Canada Masters,8154
2019,W25 Guayaquil,8142
2019,Amersfoort CH,8125
2019,Winston-Salem,8105
2019,Gatineau CH,8102
2019,Heilbronn CH,8081
2019,Barcelona,8062
2019,Poznan CH,8030
2019,W15 Dijon,7856
2019,Winnipeg CH,7848
2019,W15 Gimcheon,7808
2019,Las Vegas CH,7780
2019,Stuttgart,7776
2019,Yokohama CH,7772
2019,Cincinnati,7759
2019,Cincinnati Masters,7759
2019,Da Nang CH,7700
2019,Rome Masters,7672
2019,Rome,7672
2019,San Luis Potosi CH,7660
2019,St. Petersburg,7640
2019,Busan CH,7614
2019,Indian Wells CH,7599
2019,Cuernavaca CH,7587
2019,Indian Wells 125K,7555
2019,Maia CH,7544
2019,Traralgon CH,7515
2019,Zhuhai CH,7504
2019,Fairfield CH,7501
2019,W15 Prokuplje,7499
2019,Jerusalem CH,7499
2019,Banja Luka CH,7497
2019,Meerbusch CH,7467
2019,W15 Yeongwol,7427
2019,Helsinki CH,7374
2019,Budapest CH,7335
2019,Murcia CH,7313
2019,Chengdu CH,7296
2019,Hamburg CH,7289
2019,Toronto ,7275
2019,Charlottesville CH,7246
2019,Braunschweig CH,7232
2019,Orleans CH,7226
2019,Koblenz CH,7219
2019,Drummondville CH,7214
2019,Pau CH,7213
2019,Monterrey CH,7180
2019,Cassis CH,7180
2019,Ilkley CH,7135
2019,Quimper CH,7125
2019,Kaohsiung CH,7113
2019,Blois CH,7112
2019,Cherbourg CH,7099
2019,Shanghai Masters,7091
2019,Madrid,7075
2019,Madrid Masters,7075
2019,New Haven,7070
2019,Santo Domingo CH,7052
2019,Dubai,7012
2019,Ostrava CH,7005
2019,Barletta CH,6994
2019,Rennes CH,6959
2019,Granby CH,6948
2019,W25 Solarino,6940
2019,Francavilla Al Mare CH,6936
2019,Augsburg CH,6935
2019,Anning CH,6905
2019,Almaty CH,6888
2019,Guayaquil CH,6848
2019,Campinas CH,6837
2019,Champaign-Urbana CH,6837
2019,Liberec CH,6813
2019,Acapulco,6796
2019,Buenos Aires CH,6791
2019,Portoroz CH,6768
2019,Sibiu CH,6724
2019,San Benedetto CH,6711
2019,Savannah CH,6698
2019,W25 Prague,6697
2019,Rome CH,6694
2019,Biella CH,6661
2019,W25 Trnava,6660
2019,Manerbio CH,6629
2019,W15 Telavi,6614
2019,Lisboa CH,6567
2019,Newport Beach,6550
2019,Barcelona CH,6518
2019,Sydney,6516
2019,W15 Stockholm,6514
2019,Ningbo CH,6489
2019,New Haven CH,6484
2019,W15 Tacarigua,6475
2019,Tiburon CH,6461
2019,Punta Del Este CH,6451
2019,Puerto Vallarta CH,6449
2019,Cary CH,6384
2019,Seoul CH,6342
2019,Burnie CH,6339
2019,W15 Nairobi,6323
2019,Kobe CH,6315
2019,Genova CH,6282
2019,Lille CH,6274
2019,New York,6262
2019,Florence CH,6224
2019,W25 Lagos,6155
2019,W15 Moscow,6120
2019,Nottingham CH,6035
2019,Pune CH,6031
2019,Ortisei CH,6004
2019,W15 Parnu,6000
2019,W15 Metepec,5986
2019,Surbiton CH,5971
2019,W15 Lima,5961
2019,Cordenons CH,5944
2019,Mouilleron-Le-Captif CH,5943
2019,Bergamo CH,5929
2019,Budapest,5917
2019,Ismaning CH,5910
2019,Tampere CH,5904
2019,Ludwigshafen CH,5899
2019,Jinan CH,5891
2019,Recanati CH,5883
2019,Moscow,5846
2019,Bordeaux CH,5828
2019,Parma CH,5826
2019,Binghamton CH,5797
2019,W25 Moscow,5781
2019,Lyon  CH,5763
2019,Montevideo CH,5689
2019,W25 Hua Hin,5661
2019,Sopot CH,5627
2019,Perugia CH,5622
2019,W15 Nonthaburi,5593
2019,W25 Kofu,5581
2019,Lima CH,5578
2019,Charleston,5572
2019,Braga CH,5554
2019,St. Brieuc CH,5505
2019,Zhangjiagang CH,5440
2019,Samarkand CH,5404
2019,Vancouver  CH,5377
2019,Szczecin CH,5375
2019,W25 Kazan,5357
2019,Seville CH,5356
2019,Segovia CH,5331
2019,Aptos CH,5296
2019,Como CH,5290
2019,W15 Lousada,5287
2019,Launceston CH,5279
2019,W25 Canberra,5268
2019,Phoenix CH,5227
2019,Bastad,5224
2019,W25 Osaka,5215
2019,Mallorca CH,5193
2019,W25 Roehampton,5179
2019,Monte Carlo Masters,5172
2019,Milan CH,5169
2019,Paris Masters,5122
2019,W15 Norman OK,5099
2019,Yokkaichi CH,5083
2019,W15 Manacor,5076
2019,Zhuhai,5073
2019,Tallahassee CH,5053
2019,Marbella CH,5019
2019,W15 Wanfercee Baulet,4936
2019,Istanbul CH,4929
2019,Dallas CH,4883
2019,Shanghai CH,4881
2019,Vicenza CH,4858
2019,W25 RibaRoja de Turia,4791
2019,Baotou CH,4741
2019,W60 Wiesbaden,4684
2019,W25 Naples FL,4658
2019,Montpellier,4656
2019,W25 Plantation FL,4656
2019,Chennai CH,4647
2019,Playford CH,4617
2019,W25 Santa Margarita de Montbui,4615
2019,W15 Savitaipale,4576
2019,W25 Bethany Beach DE,4575
2019,W25 Darmstadt,4520
2019,W25 Saskatoon,4501
2019,W60 Saint Gaudens,4496
2019,Tunis CH,4429
2019,Sofia,4409
2019,Newport Beach CH,4377
2019,W60 Lexington KY,4339
2019,W25 Osprey FL,4313
2019,W15 Jablonec nad Nisou,4311
2019,Santiago CH,4309
2019,W25 Cherbourg en Cotentin,4302
2019,W60 Saint Malo,4259
2019,Leon CH,4255
2019,W25 Seville,4253
2019,W25 Karuizawa,4240
2019,Winnetka CH,4226
2019,W25 Glasgow,4217
2019,W15 Stuttgart Stammheim,4201
2019,Istanbul,4198
2019,W25 Qujing,4193
2019,W60 Fukuoka,4190
2019,W25 Hilton Head Island SC,4154
2019,Tashkent,4146
2019,Lausanne,4134
2019,Lyon,4132
2019,W60 Jinan,4113
2019,Metz,4106
2019,W25 Khimki,4094
2019,W100+H Dubai,4082
2019,W15 Austin TX,4077
2019,W25 Fort Worth TX,4076
2019,W60 Kyoto,4017
2019,W15 Dublin,4008
2019,W25 Denain,3981
2019,W80 Biarritz,3979
2019,W15 Lambare,3972
2019,Houston CH,3971
2019,W60 Valencia,3969
2019,W25 Sumter SC,3945
2019,W25 Cucuta,3944
2019,W25 Imola,3941
2019,W25 Istanbul,3930
2019,W100 Midland MI,3926
2019,W15 Wesley Chapel FL,3924
2019,W15 Amiens,3913
2019,Limoges,3886
2019,W25 Navi Mumbai,3883
2019,Sarasota CH,3874
2019,Hamburg,3870
2019,W15 Oslo,3858
2019,Strasbourg,3847
2019,W25 Pelham AL,3846
2019,Linz,3825
2019,W60 Andrezieux Boutheon,3824
2019,W15 Don Benito Badajoz,3810
2019,W15 Palmanova,3804
2019,W25 Namangan,3783
2019,W25 Goyang,3782
2019,W25 Irapuato,3772
2019,Cordoba,3768
2019,W25 Cairns,3764
2019,W15 Vrnjacka Banja,3761
2019,W15 Szekesfehervar,3752
2019,W25 Naiman,3747
2019,W25 Guiyang,3745
2019,W100 Contrexeville,3745
2019,W15 Haren,3743
2019,W60 Les Franqueses del Valles,3712
2019,W15 Melilla,3709
2019,Stockholm,3701
2019,Marseille,3699
2019,W60 Colina,3697
2019,W25 Ulanqab,3683
2019,Estoril,3670
2019,Atlanta,3669
2019,W25 Gwalior,3662
2019,W80 Palm Harbor FL,3640
2019,W25 Prerov,3636
2019,W25 Grenoble,3636
2019,W60 Torun,3628
2019,W15 Solarino,3620
2019,W25 Stuttgart Vaihingen,3615
2019,W25 Den Haag,3612
2019,Kitzbuhel,3611
2019,W60 Burnie,3604
2019,W25 Caserta,3588
2019,W15 Sozopol,3583
2019,W25 Getxo,3573
2019,Nanchang,3570
2019,W100 Shenzhen,3555
2019,W60 Kurume,3549
2019,Luxembourg,3544
2019,W25 St Etienne,3540
2019,W100 Suzhou,3531
2019,W25 Daegu,3515
2019,W25 Mildura,3513
2019,W60 Versmold,3507
2019,W25 Jackson MS,3506
2019,W25 Hengyang,3500
2019,W15 Sajur,3491
2019,W25 Torino,3487
2019,W25 Koksijde,3484
2019,Seoul,3470
2019,W15 Varberg,3465
2019,Monterrey,3461
2019,W15 Knokke,3460
2019,W15 Netanya,3459
2019,W80 Gifu,3456
2019,W80 Nur Sultan,3456
2019,W25 Podgorica,3453
2019,Lugano,3441
2019,W60 Darwin,3438
2019,W60 Liuzhou,3433
2019,W15 Pretoria,3429
2019,W25 Wuhan,3424
2019,Buenos Aires,3419
2019,W60 Caldas da Rainha,3418
2019,W60 Berkeley CA,3418
2019,W15 Cantanhede,3415
2019,W15 Bucaramanga,3408
2019,W15 Montemor O Novo,3406
2019,W25 Chiasso,3406
2019,W15 Gonesse,3402
2019,W15 Tucepi,3399
2019,W25 Brno,3398
2019,Zhengzhou,3396
2019,W15 Tampere,3394
2019,Hua Hin,3393
2019,San Jose,3392
2019,W25 Marbella,3389
2019,W25 Curitiba,3381
2019,W15 Chornomorsk,3381
2019,W25 Madrid,3381
2019,W60 Las Vegas NV,3379
2019,W60 Toronto,3375
2019,Bogota,3369
2019,W25 Aschaffenburg,3367
2019,W25 Braunschweig,3366
2019,W60 Launceston,3365
2019,W15 Budapest,3357
2019,W100 Szekesfehervar,3350
2019,W25 Tunis,3347
2019,W60 Honolulu HI,3346
2019,W25 Horb,3338
2019,W25 Arad,3338
2019,W25 Klosters,3337
2019,W15 Guayaquil,3329
2019,W25 Petit Bourg Guadeloupe,3328
2019,W15 Fort de France Martinique,3319
2019,W100 Charleston SC,3314
2019,W60 Rome,3312
2019,Antwerp,3312
2019,Rotterdam,3305
2019,W25 Trieste,3302
2019,Bol,3302
2019,Eckental CH,3299
2019,Guadalajara,3297
2019,Fergana CH,3285
2019,W25 Bhopal,3284
2019,W25 Orlando FL,3274
2019,W15 Focsani,3274
2019,Doha,3272
2019,Vienna,3267
2019,W25 Rome,3265
2019,Anning,3264
2019,W60 Charleston SC,3263
2019,W15 Milovice,3261
2019,W60 Stare Splavy,3253
2019,W15 Olomouc,3246
2019,W15 Port Pirie,3243
2019,W25 Biella,3241
2019,W15 Sandelfjord,3235
2019,W15 Tel Aviv,3233
2019,W100 Trnava,3230
2019,W25 Andijan,3229
2019,W25 Grado,3225
2019,Mallorca,3223
2019,W15 Andrezieux Boutheon,3213
2019,W60 Landisville PA,3199
2019,W25 Taipei,3197
2019,W25 Incheon,3185
2019,W60 Playford,3163
2019,W15 Williamsburg VA,3162
2019,W25 Kashiwa,3162
2019,W15 Banja Luka,3158
2019,W25 Tianjin,3155
2019,W25 Denver CO,3155
2019,W15 Carson CA,3154
2019,W25 Corroios Seixal,3152
2019,W15 Orlando FL,3145
2019,W25 Gatineau,3141
2019,W60 Barcelona,3141
2019,Antalya,3138
2019,Hobart,3137
2019,W80 Poitiers,3131
2019,W60 Luan,3111
2019,W60 Changsha,3103
2019,W25 Tarvisio,3101
2019,W15 Lawrence KS,3098
2019,W25 Dallas TX,3085
2019,W100 Manchester,3082
2019,Rabat,3082
2019,W80 Cagnes Sur Mer,3082
2019,W25 Claremont CA,3081
2019,W25 Calvi,3071
2019,W25 Tsukuba,3060
2019,Delray Beach,3058
2019,Munich,3053
2019,W15 Gothenburg,3053
2019,W15 Ortisei,3049
2019,Birmingham,3046
2019,W25 Nishi Tama,3044
2019,W15 Kaltenkirchen,3038
2019,W25 Leipzig,3033
2019,W25 Bytom,3032
2019,W80 Dothan AL,3030
2019,W25 Figueira Da Foz,3025
2019,W25 Redding CA,3022
2019,W15 Le Havre,3020
2019,W25 Kyoto,3019
2019,Chengdu,3014
2019,W25 Fergana,3008
2019,W25 Solapur,3008
2019,W25 Waco TX,3007
2019,W25 Altenkirchen,3005
2019,W15 Bucharest,3002
2019,W60 Hechingen,2997
2019,W25 Grodzisk Mazowiecki,2996
2019,W60 Ashland KY,2995
2019,Nottingham,2993
2019,Karlsruhe,2990
2019,Tianjin,2986
2019,Los Cabos,2978
2019,Sao Paulo,2974
2019,W25 Huangshan,2968
2019,W60 Templeton CA,2966
2019,W60 Bendigo,2957
2019,W15 Tbilisi,2939
2019,W25 Bagnatica,2934
2019,W25 Monzon,2923
2019,W25 St Poelten,2914
2019,Newport,2909
2019,Palermo,2907
2019,W80 Tyler TX,2896
2019,W60 Concord MA,2889
2019,Cleveland CH,2885
2019,W100 Ilkley,2884
2019,W15 Naples FL,2882
2019,W25 Porto,2881
2019,W100 Surbiton,2877
2019,W80 Charlottesville VA,2876
2019,W60 Nantes,2876
2019,W25 Vienna,2871
2019,W25 Luzhou,2864
2019,W25 Petange,2862
2019,W15 Alkmaar,2862
2019,W25 Nanning,2860
2019,W25 Bolton,2859
2019,W25 Yokohama,2857
2019,W25 Pune,2857
2019,W15 Santa Cruz de la Sierra,2853
2019,W15 Xiamen,2852
2019,W25 Padova,2851
2019,Osaka,2850
2019,W15 Lubbock TX,2844
2019,W15 Amarante,2839
2019,W25 Palmela,2833
2019,W25 Essen,2830
2019,W15 Arcadia CA,2827
2019,W15 Batumi,2808
2019,W60 Montreux,2795
2019,Auckland,2784
2019,W15 Santiago,2774
2019,Queen's Club,2768
2019,W25 Chiswick,2766
2019,W15 Schio,2760
2019,W25 Vitoria Gasteiz,2756
2019,W25 Perigueux,2753
2019,W60 Croissy Beaubourg,2749
2019,W25 Clermont Ferrand,2743
2019,W15 Oldenzaal,2740
2019,Hiroshima,2734
2019,Basel,2733
2019,W60 Asuncion,2724
2019,Taipei,2722
2019,W25 Olomouc,2720
2019,W25 Nanao,2719
2019,W25 Hamamatsu,2717
2019,W60 Szekesfehervar,2716
2019,W25 Campinas,2714
2019,W25 Baja,2708
2019,W60 Warsaw,2687
2019,W25 El Espinar Segovia,2681
2019,W25 Sao Paulo,2681
2019,Prague,2659
2019,Marrakech,2657
2019,W15 Bogota,2655
2019,W25 Ystad,2654
2019,Umag,2651
2019,Bucharest,2646
2019,W25 Kiryat Shmona,2645
2019,W25 Penza,2642
2019,W60 Istanbul,2640
2019,W15 Madrid,2628
2019,W15 Les Contamines Montjoie,2627
2019,W25 Woking,2627
2019,W25 Evansville IN,2619
2019,W25 Florence SC,2608
2019,W60 Saguenay,2595
2019,W60 Shenzhen,2588
2019,W25 Bad Saulgau,2578
2019,W25 Akko,2569
2019,W25 Jakarta,2565
2019,W15 Johannesburg,2563
2019,Jurmala,2548
2019,W80 Macon GA,2546
2019,W60 Meitar,2537
2019,Geneva,2531
2019,W15 Guatemala,2524
2019,W25 Surprise AZ,2507
2019,W100 Vancouver,2506
2019,W100 Bonita Springs FL,2501
2019,W25 Makinohara,2501
2019,W15 Perth,2483
2019,W60 Zagreb,2477
2019,s Hertogenbosch,2462
2019,S-Hertogenbosch,2462
2019,W60 Brescia,2457
2019,W25 Almaty,2442
2019,W15 Sao Paulo,2416
2019,Rio de Janeiro,2392
2019,W25 Sunderland,2380
2019,W15 Bucha,2344
2019,W15 Curtea de Arges,2328
2019,W25 Daytona Beach FL,2305
2019,W25 Jodhpur,2298
2019,W25 Cordenons,2294
2019,Guangzhou,2290
2019,W25 Shenzhen,2289
2019,Nurnberg,2287
2019,W25 Changwon,2284
2019,W25 Jerusalem,2282
2019,W25 Frydek Mistek,2258
2019,W25 Verbier,2250
2019,W60 La Bisbal D'Emporda,2242
2019,W60 Shrewsbury,2220
2019,W100 Tokyo,2215
2019,W15 Barletta,2213
2019,W25 Rancho Santa Fe CA,2185
2019,Halle,2102
2019,W25 Malibu CA,2082
2019,Tokyo,2074
2019,W25 Kaposvar,2031
2019,W15 Ceuta,2013
2019,W25 Toowoomba,1930
2019,W15 Jakarta,1920
2019,W25 Montpellier,1893
2019,W25 Brisbane,1882
2019,W25 Macon,1819
2019,W15 Santarem,1793
2019,W15 Shreveport LA,1788
2019,W25 Tucson AZ,1777
2019,W25 Sezze,1691
2019,W60 Prague,1664
2019,Gstaad,1459
2019,W15 La Paz,1386
2019,Shenzhen Finals,795
2019,Tour Finals,640
2019,Fed Cup WG R1: CZE vs ROU,531
2019,Davis Cup Finals RR: KAZ vs NED,506
2019,Fed Cup WG R1: LAT vs GER,489
2019,Davis Cup Finals RR: GER vs CHI,487
2019,Davis Cup G2 R1: MEX vs PAR,486
2019,Davis Cup G2 R1: THA vs PHI,486
2019,Davis Cup QLS R1: SUI vs RUS,483
2019,Davis Cup Finals RR: BEL vs COL,482
2019,Davis Cup Finals QF: AUS vs CAN,479
2019,Davis Cup QLS R1: JPN vs CHN,475
2019,Davis Cup G2 R1: EGY vs SLO,474
2019,Davis Cup QLS R1: KAZ vs POR,474
2019,Davis Cup G1 R1: ECU vs VEN,471
2019,Davis Cup QLS R1: CAN vs SVK,459
2019,Davis Cup G1 R1: POR vs BLR,456
2019,Davis Cup Finals SF: GBR vs ESP,448
2019,Davis Cup QLS R1: SWE vs COL,446
2019,Davis Cup QLS R1: AUS vs BIH,445
2019,Davis Cup Finals RR: BEL vs AUS,442
2019,Fed Cup WG2 R1: SVK vs BRA,441
2019,Fed Cup WG2 R1: RUS vs ITA,435
2019,Davis Cup G2 R1: PER vs ESA,429
2019,Fed Cup WG R1: GER vs BLR,428
2019,Davis Cup G2 R1: ROU vs ZIM,426
2019,Davis Cup Finals RR: ARG vs CHI,424
2019,Fed Cup WG R1: BEL vs ESP,424
2019,Davis Cup G2 R1: NZL vs INA,422
2019,Davis Cup G2 R1: NOR vs GEO,422
2019,Davis Cup Finals RR: FRA vs SRB,422
2019,Davis Cup QLS R1: AUT vs CHI,419
2019,Fed Cup WG2 R1: GBR vs KAZ,417
2019,Fed Cup WG SF: ROU vs FRA,413
2019,Davis Cup G1 R1: BRA vs BAR,411
2019,Davis Cup Finals RR: ARG vs GER,406
2019,Fed Cup WG SF: BLR vs AUS,404
2019,Fed Cup WG F: FRA vs AUS,401
2019,Davis Cup QLS R1: SRB vs UZB,399
2019,Fed Cup WG2 R1: SVK vs LAT,394
2019,Fed Cup WG2 R1: JPN vs NED,392
2019,Davis Cup G2 R1: DEN vs TUR,389
2019,Davis Cup Finals RR: USA vs ITA,386
2019,Davis Cup Finals F: CAN vs ESP,386
2019,Davis Cup G1 R1: SWE vs ISR,384
2019,Davis Cup Finals RR: FRA vs JPN,382
2019,Davis Cup Finals RR: USA vs CAN,378
2019,Davis Cup Finals RR: GBR vs KAZ,376
2019,Davis Cup QLS R1: ITA vs IND,368
2019,Davis Cup G1 R1: SUI vs SVK,368
2019,Davis Cup Finals QF: GBR vs GER,366
2019,Davis Cup G2 R1: GUA vs BOL,364
2019,Davis Cup G1 R1: DOM vs URU,364
2019,Fed Cup WG2 R1: CAN vs NED,361
2019,Davis Cup G2 R1: TPE vs HKG,358
2019,Davis Cup G1 R1: UZB vs LBN,356
2019,Davis Cup G2 R1: RSA vs BUL,355
2019,Davis Cup QLS R1: BEL vs BRA,354
2019,Davis Cup G2 R1: LTU vs MAR,354
2019,Davis Cup Finals RR: ITA vs CAN,354
2019,Davis Cup Finals RR: CRO vs ESP,349
2019,Davis Cup G1 R1: AUT vs FIN,348
2019,Davis Cup Finals RR: SRB vs JPN,347
2019,Fed Cup WG R1: AUS vs USA,332
2019,Fed Cup WG R1: USA vs SUI,331
2019,Davis Cup QLS R1: CZE vs NED,329
2019,Davis Cup G1 R1: CHN vs KOR,329
2019,Davis Cup G1 R1: HUN vs UKR,329
2019,Davis Cup Finals RR: GBR vs NED,325
2019,Davis Cup Finals RR: AUS vs COL,322
2019,Davis Cup Finals QF: ARG vs ESP,320
2019,Fed Cup WG R1: FRA vs BEL,319
2019,Fed Cup WG R1: CZE vs CAN,316
2019,Fed Cup WG2 R1: SUI vs ITA,316
2019,Fed Cup WG2 R1: ESP vs JPN,309
2019,Davis Cup Finals RR: CRO vs RUS,303
2019,Davis Cup Finals SF: RUS vs CAN,299
2019,Davis Cup QLS R1: GER vs HUN,297
2019,Fed Cup G1 RR: PAR vs COL,293
2019,Davis Cup Finals QF: SRB vs RUS,292
2019,Davis Cup G1 R1: CZE vs BIH,288
2019,Fed Cup G1 RR: RUS vs POL,285
2019,Fed Cup G2 RR: VEN vs GUA,273
2019,Fed Cup G1 RR: RUS vs DEN,271
2019,Fed Cup G1 RR: UKR vs BUL,259
2019,Fed Cup G1 RR: SRB vs TUR,258
2019,Fed Cup G1 PPO: CHN vs KAZ,253
2019,Fed Cup G1 REL: COL vs PUR,253
2019,Fed Cup G2 RR: PER vs BOL,250
2019,Fed Cup G2 RR: DOM vs URU,250
2019,Fed Cup G1 RR: PAR vs ECU,247
2019,Fed Cup G2 RR: CUB vs URU,246
2019,Fed Cup G1 PPO: PAR vs BRA,244
2019,Fed Cup G1 RR: PAR vs MEX,243
2019,Fed Cup G1 RR: CRO vs TUR,242
2019,Fed Cup G1 RR: GBR vs SLO,240
2019,Fed Cup G1 REL: INA vs THA,239
2019,Fed Cup G2 RR: GUA vs CUB,237
2019,Fed Cup G1 RR: BRA vs CHI,236
2019,Fed Cup G1 RR: GBR vs HUN,235
2019,Fed Cup G1 PM: HUN vs CRO,234
2019,Fed Cup G1 PM: POL vs UKR,233
2019,Fed Cup G1 RR: KAZ vs THA,231
2019,Fed Cup G1 REL: SLO vs GEO,231
2019,Fed Cup G1 RR: COL vs ECU,230
2019,Fed Cup G1 RR: KOR vs POC,229
2019,Fed Cup G1 RR: GBR vs GRE,228
2019,Fed Cup G1 RR: SRB vs GEO,227
2019,Fed Cup G1 RR: INA vs POC,225
2019,Fed Cup G2 RR: BIH vs TUN,224
2019,Fed Cup G2 PPO: AUT vs ISR,223
2019,Fed Cup G2 RR: VEN vs DOM,220
2019,Fed Cup G1 RR: BUL vs SWE,219
2019,Fed Cup G1 RR: TUR vs GEO,219
2019,Fed Cup G1 RR: MEX vs COL,218
2019,Fed Cup G2 RR: AUT vs BIH,217
2019,Davis Cup Finals RR: ESP vs RUS,216
2019,Fed Cup G1 RR: EST vs SWE,216
2019,Fed Cup G1 RR: GRE vs SLO,214
2019,Fed Cup G1 RR: MEX vs ECU,214
2019,Fed Cup G1 REL: DEN vs EST,213
2019,Fed Cup G2 RR: GUA vs DOM,212
2019,Fed Cup G2 RR: ISR vs RSA,211
2019,Fed Cup G1 RR: IND vs THA,209
2019,Fed Cup G2 RR: VEN vs URU,208
2019,Fed Cup G2 RR: LUX vs RSA,207
2019,Fed Cup G1 RR: HUN vs SLO,207
2019,Fed Cup G1 PPO: GBR vs SRB,205
2019,Fed Cup G1 RR: CHN vs KOR,205
2019,Fed Cup G2 RR: BAH vs BAR,205
2019,Fed Cup G2 RR: GUA vs URU,204
2019,Fed Cup G2 REL: BIH vs POR,203
2019,Fed Cup G2 RR: PER vs PAN,200
2019,Fed Cup G1 PPO: RUS vs SWE,198
2019,Fed Cup G1 PM: GRE vs TUR,198
2019,Fed Cup G2 RR: LUX vs POR,193
2019,Fed Cup G2 PPO: PER vs BAH,193
2019,Fed Cup G1 RR: EST vs BUL,192
2019,Fed Cup G1 RR: KAZ vs IND,189
2019,Fed Cup G2 RR: ISR vs LUX,188
2019,Fed Cup G2 RR: AUT vs TUN,182
2019,Fed Cup G1 RR: ARG vs CHI,175
2019,Fed Cup G1 RR: BRA vs PUR,173
2019,Fed Cup G1 RR: CHI vs PUR,171
2019,Fed Cup G1 RR: UKR vs SWE,170
2019,Fed Cup G1 RR: ARG vs BRA,170
2019,Fed Cup G1 RR: HUN vs GRE,168
2019,Fed Cup G2 RR: POR vs RSA,168
2019,Fed Cup G1 RR: CHN vs POC,166
2019,Fed Cup G2 PM: BAR vs PAN,161
2019,Fed Cup G1 RR: UKR vs EST,160
2019,Fed Cup G2 RR: BAH vs TTO,158
2019,Fed Cup G1 PM: MEX vs CHI,155
2019,Fed Cup G1 RR: CRO vs GEO,155
2019,Fed Cup G2 PPO: LUX vs TUN,152
2019,Fed Cup G1 RR: POL vs DEN,150
2019,Fed Cup G2 RR: TTO vs BAR,148
2019,Fed Cup G1 RR: ARG vs PUR,148
2019,Fed Cup G2 RR: BOL vs PAN,144
2019,Fed Cup G2 RR: ISR vs POR,143
2019,Fed Cup G2 PM: BOL vs TTO,142
2019,Fed Cup G2 RR: CUB vs DOM,138
2019,Fed Cup G1 PM: IND vs KOR,136
2019,Fed Cup G1 RR: KOR vs INA,133
2019,Fed Cup G1 REL: ECU vs ARG,127
2019,Fed Cup G1 RR: CHN vs INA,124
2019,Fed Cup G1 RR: SRB vs CRO,120
2019,Fed Cup G2 RR: VEN vs CUB,118
2020,W15 Monastir,70325
2020,W15 Antalya,43870
2020,W15 Heraklion,31671
2020,W15 Sharm El Sheikh,23016
2020,W15 Cancun,22874
2020,W15 Cairo,21216
2020,Bendigo CH,16232
2020,Prague CH,14073
2020,Roland Garros,13872
2020,Prague,13680
2020,Bangkok CH,13466
2020,Us Open,10734
2020,Doha,9824
2020,Australian Open,9519
2020,Noumea CH,8846
2020,Indian Wells CH,8456
2020,Cincinnati,8320
2020,Cincinnati Masters,8320
2020,Launceston CH,8059
2020,Cuernavaca CH,7827
2020,Columbus CH,7796
2020,W25 Nonthaburi,7586
2020,Cleveland CH,7528
2020,Auckland,7315
2020,Drummondville CH,7314
2020,Bengaluru CH,6943
2020,Acapulco,6782
2020,Burnie CH,6779
2020,W15 Lousada,6703
2020,Calgary CH,6682
2020,Monterrey CH,6612
2020,Paris Masters,6605
2020,Cherbourg CH,6558
2020,Adelaide,6496
2020,Punta Del Este CH,6365
2020,W25 Trnava,6333
2020,Rome Masters,6305
2020,Rome,6305
